"Title","Average","Male","Female","Gap"
"MENTAL HEALTH WORKER",44898,44898,44898,8.1027636132828e-17
"METAL WORK MECHANIC",84025.8113207547,84041.8266176523,83710.2192140808,0.00197677114414524
"MINORITY LEADER",148500,148500,148500,0
"MONUMENTS OFFICER",93866,93866,93866,0
"MOTOR VEHICLE OPERATOR",46826.3003802281,46921.4556925526,46028.5267585733,0.0096065530130554
"MOTOR VEHICLE SUPERVISOR",56759.7954545455,56922.810687761,55985.2414937759,0.00830382931837038
"MULTIPLE DWELLING SPECIALIST",73222.25,74590.2409571689,71855.2227452645,0.0186760186540274
"NEW YORK CITY PUBLIC SERVICE FELLOW",42533.3333333333,42729.0488639464,42322.5145136725,0.00477985746680396
"NURSE'S AIDE",41797,41797,41797,0
"NURSE PRACTICIONER",104610.454545455,104344.420368473,104610.730508989,-0.00127448468916577
"NUTRITION CONSULTANT",69019.3636363636,68956.3800011234,69027.017366172,-0.000511926553457569
"NUTRITIONIST",70499,81251.2202968631,69510.8135506413,0.0778737620248426
"NYCAPS PROCESS ANALYST",104090.666666667,100014.359340476,106130.925486964,-0.0296711426196714
"OCCUPATIONAL THERAPIST",75830.8197320341,76321.1695264838,75766.2811516853,0.00364848231937748
"OFFICE ASSISTANT",45121,44221.9327481871,46913.535094408,-0.0295340816252764
"OFFICE MACHINE AIDE",39003.0217391304,38841.1489217161,39158.1299462036,-0.00406389686017813
"OFFICE MANAGER",75255.0175,80166.1398948816,68752.6605032257,0.0766423001067965
"OIL BURNER SPECIALIST",62463.2857142857,62463.4964053362,62448.4681692856,0.000120310621178466
"OMBUDSMAN",67857,NA,67857,NA
"OPERATIONS COMMUNICATIONS SPECIALIST",47349.8181818182,49173.157789762,45829.4904964542,0.0351955166895377
"P.O. DA DET GR3",96934.0286481647,96966.3008862052,96746.3854136137,0.00113526623780907
"P.O. DET SPEC",97049.7839506173,97058.4830433094,97010.5170034581,0.00024715972071682
"PARALEGAL AIDE",48735.0206489676,48699.7120940396,48752.5070935576,-0.000541752665645885
"PARK BOROUGH COMMISSIONER",172009,172009,172009,0
"PARK SUPERVISOR",74071.1060606061,74082.5601748319,74037.8202971798,0.000302050788078685
"PARKING CONTROL SPECIALIST",43814.9090909091,43814.5450698782,43816.5344087461,-2.27012936475662e-05
"PEER COUNSELOR",36461,36461,36461,0
"PENSION INVESTMENT ADVISOR",350000,350000,350000,8.31538013049534e-17
"PHOTOGRAPHER",49907.3181818182,49088.423244097,52083.9396491826,-0.0296080502562287
"PHYSICAL THERAPIST",76495.8098591549,76594.2908917826,76458.134653026,0.000889605233448046
"PHYSICIAN'S ASSISTANT",90806,NA,90806,NA
"PHYSICIST",79432.5,79429.8175691984,82038.8845989891,-0.0161583452071912
"PILOT",101778.384615385,101779.343290173,101470.276395075,0.00152062717547231
"PLAN EXAMINER",85043.2727272727,85678.0569578151,83988.9459858336,0.00995544768679954
"PLANNER: PRODUCTION CNTRL & SCHEDULING",61808.3333333333,60401.9607539095,64573.2821202911,-0.0333771815157063
"PLAYGROUND ASSOCIATE",36318.2173913043,36206.4468966217,36490.8558734202,-0.00391223561207025
"POISON INFORMATION SPECIALIST",97487.3125,97551.4344749686,97419.418027391,0.000677108633845287
"POLICE ADMINISTRATIVE AIDE",41554.9221238938,41227.3596000601,41582.2692596506,-0.0042858501417965
"POLICE ATTENDANT",40457.3863636364,39644.7128772277,40873.5828772939,-0.015261997146744
"POLICE COMMUNICATIONS TECHNICIAN",45821.2164723032,45592.4609899068,45863.1794049989,-0.00296010627581981
"POLICE OFFICER",71408.4908779675,71626.2396037293,70546.2121713218,0.00759660130301728
"POLICE OFFICER D/A DETECTIVE 1ST GR",124974.916299559,124994.971748703,124790.679920044,0.000817868549671456
"POLICE OFFICER D/A DETECTIVE 2ND GR",109098.165797706,109099.31060272,109091.499857348,3.57977742299464e-05
"POLICE SURGEON",137665.407407407,138750.088516468,124645.334318563,0.0535497316015947
"PORT MARINE ENGINEER",95440.5,95440.9584003922,95282.5169085278,0.000830739328799536
"PRESIDENT",234683.444444444,228298.893504081,242659.524396834,-0.0304923542013717
"PRESS OFFICER",131084.818181818,139868.520007294,107903.90093611,0.129007978165922
"PRINCIPAL",165160.85324826,166923.024115583,164205.328419172,0.00820737842473071
"PRINCIPAL ACCOUNTANT INVESTIGATOR",120023.75,122188.790993164,115145.352128736,0.0296773096857391
"PRINCIPAL ADMINISTRATIVE ASSOCIATE - LEV 1 & 2 NON SUPVR",58472.0444610282,57894.5579754772,58602.4974412933,-0.00607688720786461
"PRINCIPAL APPRAISER",127243,127243,127243,0
"PRINCIPAL ASSIGNED",174100.516129032,176320.164138612,172005.645905735,0.0123864442670155
"PRINCIPAL CUSTODIAL SUPERVISOR",59289.6666666667,56411.6951706295,65002.1240402625,-0.0707533040758048
"PRINCIPAL FINGERPRINT TECHNICIAN",56075.25,55974.9302269524,56175.7880476502,-0.00179096330177715
"PRINCIPAL INVESTIGATOR",68573.97,68573.97,68573.97,0
"PRINCIPAL INVESTMENT OFFICER",211436.5,213928.25791676,211432.17484689,0.00586815998294
"PRINCIPAL LEGISLATIVE FINANCIAL ANALYST",98598.4285714286,103522.001847469,92057.6142975622,0.0586174969348827
"PRINCIPAL MULTIPLE DWELLING SPECIALIST",94310.5,94310.5,NA,NA
"PRINCIPAL NUTRITION CONSULTANT",81452.3333333333,82019,81451.3507460103,0.00347249058559681
"PRINCIPAL PARK SUPERVISOR",83081,83081.5588445848,82826.8201408067,0.00153541795378823
"PRINCIPAL PLANNING CONSULTANT",122546.5,134356.751722668,104295,0.125964932189571
"PRINCIPAL POLICE COMMUNICATION TECHNICIAN",70292.2181818182,67460.6470650441,70539.2980246089,-0.0223090738011865
"PRINCIPAL SCHOOL-NEIGHBORHOOD WORKER",54387,54387,54387,0
"PRINCIPAL TITLE EXAMINER",65059.6,67295.1534684884,61734.2277079157,0.0430981355554211
"PRINICIPAL HUMAN RIGHTS SPECIALIST",77877,77887.389261745,77715,0.00110788312803479
"PRIVATE SECRETARY",97707.6666666667,106010.791258551,97700.2093334943,0.0407959408225573
"PROBATION ASSISTANT",35497,37251.4116699974,33787.8692578988,0.0487553134949952
"PROBATION OFFICER",57190.757296467,56632.0718929449,57487.1993253415,-0.00749327807010673
"PROBATION OFFICER TRAINEE",41222.8965517241,40884.4805238776,41549.4506780485,-0.00806670438344107
"PROCUREMENT ANALYST",66136.9325842697,69308.1874271964,64736.2726841625,0.0341074501641897
"PROFESSOR",116262.453514739,116967.512866427,115487.108382654,0.00636857411488585
"PROGRAM COORDINATOR",85001,85001,85001,0
"PROGRAM EVALUATOR",77207.2714285714,77001.7023202793,77263.9150291399,-0.00169974822235782
"PROGRAM OFFICER",69745.3235294118,69709.6467029208,69750.186933527,-0.000290694672071866
"PROGRAM PRODUCER",71072.3529411765,71502.2648423397,70286.6438050131,0.00857345647782647
"PROGRAM RESEARCH ANALYST TO THE PUBLIC ADVOCATE",44586.11,44586.11,44586.11,0
"PROGRAM SPECIALIST  CORRECTION",67042.2429906542,65014.5637105875,67650.6258350841,-0.0198700362432987
"PROJECT COORDINATOR",96312.8823529412,97946.3725889529,94335.1724788234,0.0187807941155071
"PROJECT MANAGER",68211.4953271028,67768.0596927671,69001.3588103158,-0.00901736024797781
"PROJECT MANAGER INTERN#",55212.5625,55071.3200797313,55519.5775683948,-0.00405329460377183
"PROJECT PLANNER",65733.75,65723.6224804783,71894.5827001591,-0.0448411619057291
"PROTECTION AGENT",66390.9318181818,66665.431590299,65149.7404316214,0.0114986092680249
"PSYCHOLOGIST",76889.25,77402.2028899779,76717.5950201026,0.00444205013994796
"PSYCHOLOGIST IN TRAIN - REG SUB",50743,50743,50743,7.16942003250047e-17
"PUBLIC ADMINISTRATOR",188940,188505.861204352,189155.924729282,-0.00172128488807143
"PUBLIC ADVOCATE",184800,NA,184800,NA
"PUBLIC HEALTH ADVISER",51438.6972477064,51187.5383555492,51520.579505685,-0.00324259812243657
"PUBLIC HEALTH ASSISTANT",38988.1454545455,36758.0227398438,39277.9345833346,-0.0331410549982337
"PUBLIC HEALTH EDUCATOR",61365.2222222222,62784.5949812366,60797.1374137739,0.0160821306591663
"PUBLIC HEALTH EMERGENCY PREPAREDNESS SPECIALIST",78527.2592592593,78066.086183958,78953.3099745621,-0.005650408881387
"PUBLIC HEALTH EPIDEMIOLOGIST",66268.2702702703,67677.5385934406,65515.4179905138,0.0162329950350189
"PUBLIC HEALTH NURSE",79383,78656.1535136173,79476.2956267698,-0.00518642516201361
"PUBLIC HEALTH SANITARIAN",55340.7381818182,55545.5306221495,55141.9492706585,0.00364613370800252
"PUBLIC HEALTH/PREVENTIVE MEDICINE RESIDENT",75377.6,73754.1341697147,75378.5405971648,-0.0108923576271221
"PUBLIC INFORMATION OFFICER",104753.8,100058.325333315,123400.669448429,-0.104459183385804
"PUBLIC RECORDS AIDE",42276.6184210526,41188.9748217266,43136.1289772107,-0.0230910377546276
"PUBLIC RECORDS OFFICER",52316.4230769231,50646.3988506139,54403.3817169668,-0.0357638335468582
"PUBLIC RELATIONS ADVISER",76688,76688,76688,0
"PUBLIC RELATIONS OFFICER",80000,80000,80000,0
"PUPPETEER",44642.6666666667,44640.5920511527,45062.7611964822,-0.00470628053517721
"PURCHASING AGENT",60668.0769230769,64185.6830220704,59991.9048420253,0.0337724242528768
"QUALITY ASSURANCE SPECIALIST",57186.652173913,57952.0282365491,55433.0211517042,0.022216395357551
"QUALITY ASSURANCE SPECIALIST TRAINEE",35128,35128,35128,0
"RADIO AND TELEVISION OPERATOR",53214.56,53634.872234989,51355.7618092864,0.0217077499002575
"REAL PROPERTY ASSISTANT",43804,43804,43804,0
"REAL PROPERTY MANAGER",59953.7857142857,57820.0429305425,62581.2287204952,-0.0395443148121573
"RECREATION DIRECTOR",45388.2727272727,45348.2714355479,45439.3248099558,-0.00100292747218013
"RECREATION SPECIALIST",43967.2911392405,44111.3732600689,43768.0723933456,0.00390649786387203
"RECREATION SUPERVISOR",61009.9292929293,60914.9224152767,61123.4254678489,-0.00170850438562082
"REGIONAL DIRECTOR MENTAL HEALTH MENTAL RETARD & ALC SERVICE",112475,112475,NA,NA
"REGIONAL INSTRUCTIONAL SUPERINTENDENT",215391,215391,215391,-6.75604608751844e-17
"REPAIR CREW CHIEF",42469.5,43267.7354737168,38027.0015676996,0.0644658448596408
"REPAIR CREW WORKER",37603.5,37603.9970908509,37231,0.00498426011025337
"REPAIR SHOP MANAGER",76014,76014,76014,0
"REPORTER/ STENOGRAPHER",68553.5567010309,60363.0602435542,69464.1867161316,-0.0701018213488228
"RESEARCH & LIAISON COORDINATOR",78037,NA,78037,NA
"RESEARCH AND LIAISON COORDINATOR",103552.736842105,99814.2227573357,107113.706425372,-0.0352754879288986
"RESEARCH AND LIAISON SPECIALIST",70000,65000,74962.1639871008,-0.0711775504415534
"RESEARCH ASSISTANT",55555.8709677419,53519.0203351958,57299.892898336,-0.0341175748148036
"RESEARCH LIAISON ADN GOVERNMENTAL COORDINATOR",97040,109438.719263772,97033.511235981,0.0600817262339101
"RESEARCH PROJECTS COORD",98839.9953917051,101288.567505273,97007.116093355,0.0215912486556397
"RESEARCH PROJECTS COORDINATOR",56839.8148148148,59950.9167499357,54704.3911933066,0.0457591161782607
"RESEARCH SCIENTIST",106199,106199,106199,0
"RESIDENT BUILDING SUPERINTENDENT",85246.8472906404,85967.7755429537,83140.5262327126,0.016718571948003
"SANITATION COMPLIANCE AGENT",38346.25,38366.5219467683,38223.1433258225,0.0018720361348429
"SANITATION ENFORCEMENT AGENT",38948.9925373134,38832.9029990191,39152.5031922792,-0.00409820514977019
"SANITATION WORKER",67922.5168009731,68166.7929557881,62400.2066247597,0.0441657260223012
"SCHOOL-NEIGHBORHOOD WORKER",41546.6666666667,42082.2548252892,41520.3301322164,0.00672137940900268
"SCHOOL BUSINESS MANAGER",79037.5396825397,78733.8822663555,79197.3750763745,-0.00293477566010405
"SCHOOL COMPUTER TECHNOLOGY SPECIALIST",53901.5627906977,54089.3995327973,52028.6851798201,0.0194190684703547
"SCHOOL CROSSING GUARD",33617,33617,33617,0
"SCHOOL EQUIPMENT MAINTAINER",41288,41288,41288,0
"SCHOOL FOOD SERVICE MANAGER",51792,51712.7227111858,51812.4980119876,-0.000963777716240182
"SCHOOL LUNCH ASSISTANT",41954.1034482759,42181.9768990076,41850.575469432,0.00394372680866087
"SCHOOL LUNCH LOADER AND HANDLER",51686.2333333333,51690.3211558687,51552.0581434962,0.00133920792324652
"SCHOOL MEDICAL INSPECTOR",87829,87829,87829,8.28423142035481e-17
"SCHOOL MEDICAL INSPECTOR - REG SUB",73558,73558,73558,0
"SCHOOL PLANT MANAGER",129239.571428571,129463.263703008,127149.309777865,0.00901730532434367
"SCHOOL PSYCHIATRIST",95595,95595,95595,7.6112324014681e-17
"SCHOOL PSYCHOLGIST",102214.427728614,104917.717736847,101563.753307509,0.0162434159945392
"SCHOOL PSYCHOLOGIST - REG SUB",69347.1666666667,71152.9713962333,69346.649353002,0.0128564193525845
"SCHOOL SAFETY AGENT",42766.0120772947,42305.7610846427,42986.2163274724,-0.00797795130885386
"SCHOOL SECRETARY",64187.6085766423,59219.2587447901,64288.9080183297,-0.0410470773423657
"SCHOOL SECRETARY-REG SUB",44547.6307692308,45736.136113018,44489.6302506166,0.0138154089750551
"SCHOOL SOCIAL WORKER",102418.643944005,102949.039679972,102296.967538478,0.00317702717012958
"SCHOOL SOCIAL WORKER - REG SUB",71513.8461538462,64372.6537592482,73650.2260161466,-0.0672176400897863
"SCIENTIST",63897.5811965812,63628.3591040786,64492.4300428557,-0.00674418995176582
"SECOND DEPUTY COMPTROLLER",214197,NA,214197,NA
"SECRETARY",45145.9544198895,43282.4503370515,45244.8275302302,-0.0221669212072761
"SECRETARY OF COMM",79002.2,94071,78589.3978358955,0.0896650439715712
"SECRETARY OF COMMISSIONER",60000,60000,60000,0
"SECRETARY OF THE COMMISSION",109055,109055,109055,0
"SECRETARY OF THE DEPARTMENT",112296,112296,NA,NA
"SECRETARY OF THE TAX COMMISSION",61853,61853,61853,0
"SECRETARY TO ASSISTANT TO PRESIDENT",102170,102170,102170,0
"SECRETARY TO COMMUNITY SCHOOL BOARD",50133.3333333333,52179.9185252329,50130.3319602256,0.0200330519696905
"SECRETARY TO CONFLICTS OF INTEREST BOARD",58405,58405,58405,0
"SECRETARY TO DEPARTMENT",119939,119939,119939,0
"SECRETARY TO DEPUTY COMMISSIONER",56922,60000,56919.5060871733,0.0263471341602309
"SECRETARY TO DEPUTY EXECUTIVE DIRECTOR",77284,79044.8531975838,77144.2328089964,0.0121687144549094
"SECRETARY TO EXECUTIVE DIRECTOR",76967,NA,76967,NA
"SECRETARY TO MEMBER",74777,NA,74777,NA
"SECRETARY TO ONE DEPUTY COMMISSIONER",90135,90135,90135,0
"SECRETARY TO PUBLIC ADMINISTRATOR",73873.3333333333,72314.0577525978,74656.6183129184,-0.0159389656701066
"SECRETARY TO THE CHAIR, LANDMARKS PRESERVATION COMMISSION",65012,NA,65012,NA
"SECRETARY TO THE CHAIRPERSON",60403,60403,60403,0
"SECRETARY TO THE CHANCELLOR",71539,NA,71539,NA
"SECRETARY TO THE CHIEF ACTUARY",51800,51800,51800,0
"SECRETARY TO THE COMMISSIONER",95947,89788.7520589805,96765.2036702096,-0.0373964282020178
"SECRETARY TO THE COMMISSIONER OF BLDGS",100460,NA,100460,NA
"SECRETARY TO THE COMMISSIONER OF CORRECTION",82823,82823,82823,0
"SECRETARY TO THE COMMISSIONER OF LABOR RELATIONS",88651,88651,88651,0
"SECRETARY TO THE CORPORATION COUNSEL",98681,NA,98681,NA
"SECRETARY TO THE COUNSEL TO THE CHANCELLOR",73007,NA,73007,NA
"SECRETARY TO THE DEPARTMENT",125151,125151,125151,0
"SECRETARY TO THE DEPUTY BORO PRESIDENT",79235,79235,79235,0
"SECRETARY TO THE DEPUTY CHANCELLOR",91615.4,94291.0893569831,91610.798512251,0.0144177709836784
"SECRETARY TO THE DEPUTY COMMISSIONER",77347.875,76773.745633143,77870.1093381962,-0.00708960407936263
"SECRETARY TO THE EXCUTIVE ASSISTANT",79358,79358,79358,0
"SECRETARY TO THE EXEC DEPUTY COMMISSIONER",62322.5,61678.5720764351,62323.7164277939,-0.00520268100807575
"SECRETARY TO THE EXECUTIVE DIRECTOR",123408.5,196755,50608.2929234272,0.590818085211266
"SECRETARY TO THE FIRE COMMISSIONER",123323,123323,123323,0
"SECRETARY TO THE FIRST ASSISTANT CORPORATION COUNSEL",74055,74055,74055,0
"SECRETARY TO THE FIRST DEPUTY COMMISSIONER",89714,89714,89714,0
"SECRETARY TO THE FIRST DEPUTY COMMISSIONER-PD",108929,108929,108929,6.67954136564499e-17
"SECRETARY TO THE HUMAN RESOURCES ADMINISTRATOR",83436,83436,83436,0
"SECRETARY TO THE PRESIDENT",75540,50174.2317502584,81895.1519591371,-0.240183752796767
"SECRETARY TO THE SPECIAL COMMISSIONER INVESTIGATION NYC SCH",88280,88280,88280,0
"SECY TO THE DIRECTOR OF COLLECTIVE BARGAINING",82709,NA,82709,NA
"SENIOR ACCOUNTANT INVESTIGATOR",70170.4,67642.1318832561,71255.0484426757,-0.0260114463874768
"SENIOR ADMINISRATOR",101620.5,111220.009445319,92044.8765787156,0.0943356879866398
"SENIOR ADMINISTRATIVE ASSISTANT",75004.2727272727,79078.1146781073,73402.1223960135,0.0372244455478827
"SENIOR ADVISOR TO THE MAYOR",232000,232000,232000,0
"SENIOR BAKER",43220,42912.1829068218,43719.9615428092,-0.00932423687672894
"SENIOR COLLEGE LAB TECH",67542.8235294118,67771.6499815676,67035.9272229208,0.00545757719190206
"SENIOR COMPUTER PROGRAMMER",78895,78891.1178961518,81326.4103526147,-0.0151999127878296
"SENIOR CONSULTANT",80028,78871.0925021063,80323.113225896,-0.00912106516157104
"SENIOR COOK",41937.8260869565,41963.0939449455,41867.0337788324,0.00114589072832646
"SENIOR CUSTODIAL SUPERVISOR",38794.8571428571,38807.2330374678,38721.6192502768,0.00110428291745193
"SENIOR ESTIMATOR",87589.3125,87853.8046659946,85757.6352187346,0.0120739131514134
"SENIOR GENERAL DEPUTY MANAGER",223707,223707,223707,0
"SENIOR INTERGROUP RELATIONS OFFICER",69878,69878,69878,0
"SENIOR IT ARCHITECT",135753.666666667,135925.940545154,124936.556442417,0.0421271138229592
"SENIOR LEGISLATIVE FINANCIAL ANALYST",75430,75122.825311107,76047.4428469142,-0.00611639806605782
"SENIOR LEGISLATIVE INVESTIGATOR",80000,80000,NA,NA
"SENIOR LEGISLATIVE POLICY ANALYST",86052.1428571429,92636.3381355897,82408.628436194,0.0584290419753454
"SENIOR MANAGEMENT CONSULTANT",137503,137503,137503,0
"SENIOR MENTAL HEALTH WORKER",46095.5833333333,38960.8262796051,46751.8050016328,-0.090896506215801
"SENIOR OFFICE APPLIANCE MAINTAINER",49350,49350,49350,-7.37179089582921e-17
"SENIOR PHOTOGRAPHER",59154.5789473684,61451.6424129467,56008.3541504831,0.0463416347839257
"SENIOR PHYSICAL THERAPIST",64403,64403,NA,NA
"SENIOR POLICE ADMINISTRATIVE AIDE",51633.3526570048,51106.2273713682,51664.1441287834,-0.00542877046439706
"SENIOR POLICY ADVISOR TO THE MAYOR",213751.5,213751.5,NA,NA
"SENIOR REPAIR CREW CHIEF",57519.75,57523.235494805,55765.8573355352,0.015512333229657
"SENIOR SALVAGE APPRAISER",75349,75349,NA,NA
"SENIOR SCHOOL-NEIGHBORHOOD WORKER",52443.5,51262,53616.0287980739,-0.0224453951418772
"SENIOR SCHOOL LUNCH AIDE",41161,41161,41161,0
"SENIOR SECRETARY",62282,82208.8499169406,61742.0194578595,0.142179276498792
"SENIOR SERVICE INSPECTOR",52557,52678.5461899737,50621.311851075,0.0199151710168007
"SENIOR STAFF OFFICER",85847,85847,85847,0
"SENIOR STUDENT LEGAL SPECIALIST",50632,49157,51613.5166642446,-0.0243773352123364
"SENIOR SYSTEMS ANALYST",47995,NA,47995,NA
"SENIOR SYSTEMS ANALYSTS",108430,108428.849875504,113595,-0.0232684467339579
"SENIOR TITLE EXAMINER",54574,54574,54574,0
"SENIOR VICE PRESIDENT",204387.833333333,196770.414158217,208196.737938186,-0.0282154335748426
"SENIOR VOTING MACHINE TECHNICIAN",42160.5098039216,41925.113939558,44134.9280669843,-0.0256775859725731
"SERGEANT-",103632.38424821,103573.327199244,103925.582676615,-0.00169762567707815
"SERGEANT-D/A SPECIAL ASSIGNMENT",121894.306338028,122086.204142329,121154.981645011,0.00382839153782391
"SERGEANT-D/A SUPERVISOR DETECTIVE SQUAD",122434.176,122332.746667086,123225.919553914,-0.00363730957075637
"SERGEANT AT ARMS",107363,107363,107363,0
"SERVICE INSPECTOR",41903.9,42107.8200615098,41488.8914378564,0.00740374367068273
"SIGN LANGUAGE INTERPRETER",108505,108505,108505,0
"SOCIAL WORKER",58114.0797546012,57824.9398625552,58152.1966726344,-0.00282173555802436
"SPACE ANALYST",74653.8695652174,73835.1782418188,76336.5739075206,-0.0166568987169722
"SPEAKER/MAJORITY LEADER",164500,164500,164500,0
"SPEC CONSULTANT",79736.835443038,81081.3907271194,79215.9590169233,0.0116373209736451
"SPECIAL ADVISOR TO THE DIRECTOR",129711.272727273,119258.066499373,142193.854659525,-0.087724687806802
"SPECIAL ADVISOR TO THE MAYOR FOR HEALTH SERVICES",105788,80184.7505680322,143654.392380289,-0.283550236014397
"SPECIAL ASSISTANT",103850.467741935,104351.92161379,103570.315192313,0.00375912857365857
"SPECIAL ASSISTANT DISTRICT ATTORNEY",206416,NA,206416,NA
"SPECIAL ASSISTANT TO COMMISSIONER",71731,71731,71731,0
"SPECIAL ASSISTANT TO DA",136073,149578.588838106,95958.7837052201,0.218377367882866
"SPECIAL ASSISTANT TO MEMBER OF THE BOARD OF EDUCATION",163920.4,165196.33966079,162002.980432488,0.00975967562338279
"SPECIAL ASSISTANT TO THE BOROUGH PRESIDENT",88663.4545454545,93459.3218457593,82908.5575779268,0.0598224818618276
"SPECIAL ASSISTANT TO THE CHANCELLOR",119401.571428571,134119.272363248,108282.037400314,0.106588677215218
"SPECIAL ASSISTANT TO THE COMMISSIONER",175200,175185.270986197,182282.000990876,-0.0198528104836808
"SPECIAL ASSISTANT TO THE DEPUTY EXECUTIVE DIRECTOR",116171.166666667,116572.571929839,115970.690142451,0.00258825726457965
"SPECIAL ASSISTANT TO THE DISTRICT ATTORNEY",124955.965384615,124925.192891581,124976.0357081,-0.00020345164689142
"SPECIAL ASSISTANT TO THE EXECUTIVE DIRECTOR",144939,144939,144939,0
"SPECIAL ASSISTANT TO THE FIRE COMMISSIONER",98830,NA,98830,NA
"SPECIAL ASSISTANT TO THE HUMAN RESOURCES ADMINISTRATOR",93129,97488.7770129739,80143.2273577746,0.0976487864146161
"SPECIAL COMMISSIONER OF INVESTIGATION-NYC SCHOOL DIST. DOI",218547.5,213953,223112.736990695,-0.0209573439770452
"SPECIAL CONSULTANT",68091.3853211009,70903.6358361788,67635.3890608958,0.0235908025028406
"SPECIAL DEPUTY COMPTROLLER",208590,208590,208590,0
"SPECIAL INVESTIGATOR",75162.8031496063,74437.3683814638,76370.2920921156,-0.0128171453928924
"SPECIAL OFFICER",39444.4039460021,39707.0707769293,39117.6874899073,0.00747713408808497
"SPVSG FAD-ASST COMMISS DETAIL",158200,158200,NA,NA
"SPVSG FAD-DEP DIR DSPTCH DTAIL",109510,109510,109510,-6.64410338250701e-17
"SPVSG FAD-DIR DSPTCH OP DETAIL",112311,112311,112311,0
"SR HEALTHCARE PROG PLAN ANLYST",62401.2363636364,61461.8493968855,62578.6976406957,-0.0090038964716257
"SR MANAGEMENT CONSULTANT",87192.6363636364,99651.410492256,82645.5969635896,0.0932863011082913
"SR PROJECT PLANNER",104118,98626,109445.786553789,-0.0520002578580844
"STAFF ANALYST",65106.5927342256,63747.3256281022,65917.6665899534,-0.01673806418159
"STAFF ANALYST TRAINEE",46901.6086956522,47181.3411987808,46705.1611915738,0.0050718686401498
"STAFF ASSISTANT",55187.8333333333,50389.8319357273,59968.8812372547,-0.0867992116446008
"STAFF AUDIOLOGIST",70318,NA,70318,NA
"STAFF NURSE",71401.2578125,70713.7320740776,71447.1943760976,-0.00515938043128218
"STATISTICAL SECRETARY",62266.625,54583.3774460057,63383.3895850939,-0.0745973833187133
"STATISTICIAN",71337.1428571429,62083,75038.8,-0.0944838822127481
"STENOGRAPHER TO EACH DEPUTY COMMISSIONER",98131,106964.511338273,98126.9234861618,0.0430909650599317
"STENOGRAPHER TO THE CORPORATION COUNSEL",69659,NA,69659,NA
"STENOGRAPHIC SPECIALIST",53983,NA,53983,NA
"STENOGRAPHIC/SECRETARIAL ASSOCIATE",52760,52760,52760,0
"STOCK WORKER",37346.5588235294,37734.5125382497,34600.4000968474,0.0433277974249138
"STRATEGI INITIATIVE SPECIALIST",82501.5,82716.6956033274,82500.9543972655,0.00130579999207803
"STRATEGIC INITIATIVE SPECIALIST",106687.306451613,105635.446674034,107412.380972595,-0.00834054173745831
"STUDENT LEGAL SPECIALIST",39245.5,37836.1811242093,39715.6833287029,-0.024235422549186
"SUBSTANCE ABUSE PREVENTION & INTERVENTION SPECIALIST",61464.4981949458,61042.061582111,61629.7878629554,-0.00479104442871818
"SUBSTITUTE TEACHER",67496.0294117647,66907.3422468043,67964.8533322571,-0.00784083836488721
"SUPERINTENDENT",113432,113516,113431.941075891,0.000370388573301903
"SUPERINTENDENT OF ADULT INSTITUTIONS",74614.5,74857.1897784778,74249.270331665,0.00407708322203972
"SUPERINTENDENT OF LAUNDRIES",57539,57539,NA,NA
"SUPERINTENDENT OF WATER AND SEWER SYSTEMS",136068.095238095,136273.282862051,131224.13240914,0.0188755111812654
"SUPERVISING ACCOUNTANT INVESTIGATOR",92583.4615384615,92868.6891621417,92252.755104945,0.00332718913054741
"SUPERVISING BLASTING INSPECTOR",71303.1111111111,71303.4964695864,71300.0937755477,2.38612087735542e-05
"SUPERVISING BOOKBINDER",63485,63485,NA,NA
"SUPERVISING CHIEF SURGEON",234093,234093,NA,NA
"SUPERVISING COMPUTER SERVICE TECHNICIAN",73848.6734693878,73334.4685021201,80264.6757152845,-0.0451187879234233
"SUPERVISING DEMOLITION INSPECTOR",78955,78955.1033078757,78912.7799309581,0.000268093649254983
"SUPERVISING DEPUTY SHERIFF - AL 1 ONLY 40 HR",107539.583333333,108309.98862046,103791.905861154,0.0213014729092772
"SUPERVISING DOCKMASTER",63107.1666666667,63227.4533103165,62511.2695096682,0.00569580941006969
"SUPERVISING EMERGENCY MEDICAL SERVICE SPECIALIST",72353.875,72330.8029779832,72423.9543480441,-0.000643511631545525
"SUPERVISING EMERGENCY MEDICAL SERVICE SPECIALIST-DPTY CHIEFS",114931.311111111,113591.97423856,118603.215436853,-0.0215820198743043
"SUPERVISING FIRE ALARM DISPATCHER",75524.725,75351.6137186859,77565.1229154643,-0.0144752578788948
"SUPERVISING FIRE MARSHAL",127330.657894737,127336.094145062,125200.644889485,0.00845599441784619
"SUPERVISING HOUSEKEEPER",48203,48203,48203,-7.54720413063858e-17
"SUPERVISING HOUSING GROUNDSKEEPER",59071.7086614173,59335.253761591,56587.0725568096,0.0237070915677884
"SUPERVISING POLICE COMMUNICATIONS TECHNICIAN",64987.2214765101,64690.6570180295,65034.2501051779,-0.00264862850756997
"SUPERVISING PROBATION OFFICER",76997.5403726708,76790.2922287201,77116.4045047046,-0.00211889594738876
"SUPERVISING PUBLIC HEALTH ADVISER",62394.4473684211,61840.4895099061,62586.4348462722,-0.00599504761711245
"SUPERVISING SPECIAL OFFICER",55124.5657894737,55792.2935684979,53934.6673157521,0.0169295334325839
