Name,F,M,M_weight,F_weight
DONNELL,0,1144,1,0
DONNETTE,5,0,0,1
DONNIE,5,450,0.989010989,0.010989011
DONNOVAN,0,5,1,0
DONNY,0,258,1,0
DONOVAN,0,2659,1,0
DONOVIN,0,5,1,0
DONTA,0,33,1,0
DONTAE,0,335,1,0
DONTAY,0,136,1,0
DONTE,0,1049,1,0
DONTRELL,0,5,1,0
DONYA,10,0,0,1
DONYALE,9,0,0,1
DORA,3837,0,0,1
DORAN,0,11,1,0
DORATHEA,23,0,0,1
DORATHY,86,0,0,1
DORCA,10,0,0,1
DORCAS,295,0,0,1
DOREATHA,5,0,0,1
DOREE,5,0,0,1
DOREEN,9754,0,0,1
DORENE,696,0,0,1
DORETHA,138,0,0,1
DORETHEA,6,0,0,1
DORETTA,98,0,0,1
DORI,379,0,0,1
DORIA,33,0,0,1
DORIAN,379,1303,0.774673008,0.225326992
DORIANN,10,0,0,1
DORIANNE,27,0,0,1
DORICE,5,0,0,1
DORIE,55,0,0,1
DORIEN,0,33,1,0
DORINA,25,0,0,1
DORINDA,315,0,0,1
DORINE,209,0,0,1
DORIS,34513,31,0.000897406,0.999102594
DORLA,10,0,0,1
DORON,0,22,1,0
DOROTHA,51,0,0,1
DOROTHE,21,0,0,1
DOROTHEA,4738,0,0,1
DOROTHEY,5,0,0,1
DOROTHIE,5,0,0,1
DOROTHY,89793,190,0.00211151,0.99788849
DOROTHYANN,6,0,0,1
DORR,0,6,1,0
DORRAINE,11,0,0,1
DORRIE,48,0,0,1
DORRIS,155,0,0,1
DORSEY,0,7,1,0
DORTHEA,7,0,0,1
DORTHY,122,0,0,1
DORY,35,0,0,1
DOTTIE,22,0,0,1
DOTTY,40,0,0,1
DOUG,0,557,1,0
DOUGLAS,16,44942,0.999644112,0.000355888
DOUGLASS,0,244,1,0
DOV,0,1557,1,0
DOVBER,0,15,1,0
DOVID,0,1149,1,0
DRAIZY,33,0,0,1
DRAKE,0,483,1,0
DRAVEN,0,93,1,0
DRAYA,10,0,0,1
DRAYDEN,0,6,1,0
DREA,17,0,0,1
DREAM,157,6,0.036809816,0.963190184
DRESHAWN,0,5,1,0
DREW,304,3888,0.927480916,0.072519084
DRITA,10,0,0,1
DRU,5,5,0.5,0.5
DRUCILLA,5,0,0,1
DRUSILLA,71,0,0,1
DUA,106,0,0,1
DUAA,50,0,0,1
DUANE,0,6565,1,0
DUDLEY,0,692,1,0
DUJUAN,0,8,1,0
DUKE,0,219,1,0
DULCE,536,0,0,1
DULCIE,5,0,0,1
DUNCAN,0,1189,1,0
DUNIA,5,0,0,1
DUPREE,0,32,1,0
DUQUAN,0,5,1,0
DURAN,0,10,1,0
DURELL,0,66,1,0
DURON,0,5,1,0
DURRELL,0,64,1,0
DURWARD,0,17,1,0
DURWOOD,0,49,1,0
DUSHAWN,0,5,1,0
DUSTEN,0,5,1,0
DUSTIN,0,4357,1,0
DUSTY,0,27,1,0
DUSTYN,0,14,1,0
DUTCH,0,5,1,0
DUVAL,0,34,1,0
DUVID,0,140,1,0
DUWAYNE,0,19,1,0
DVORA,35,0,0,1
DWAIN,0,109,1,0
DWAINE,0,31,1,0
DWAN,10,5,0.333333333,0.666666667
DWANA,5,0,0,1
DWANE,0,72,1,0
DWAYNE,0,5773,1,0
DWIGHT,0,3203,1,0
DWYANE,0,40,1,0
DYAMOND,10,0,0,1
DYAN,127,0,0,1
DYANA,66,0,0,1
DYANI,32,0,0,1
DYANN,5,0,0,1
DYANNA,28,0,0,1
DYANNE,11,0,0,1
DYLAN,1016,25412,0.961555926,0.038444074
DYLAND,0,60,1,0
DYLANN,6,0,0,1
DYLLAN,0,96,1,0
DYLLON,0,15,1,0
DYLON,0,159,1,0
DYMOND,96,0,0,1
DYNASTY,139,0,0,1
DYQUAN,0,14,1,0
DYRELL,0,6,1,0
DYSON,0,5,1,0
EAMON,0,545,1,0
EAMONN,0,127,1,0
EAN,0,317,1,0
EARL,0,11943,1,0
EARLE,0,669,1,0
EARLENE,156,0,0,1
EARLINE,178,0,0,1
EARNEST,0,355,1,0
EARNESTINE,18,0,0,1
EARTHA,63,0,0,1
EARVIN,0,5,1,0
EASHAN,0,5,1,0
EASON,0,304,1,0
EASTON,0,880,1,0
EATHAN,0,5,1,0
EBBA,6,0,0,1
EBEN,0,94,1,0
EBENEZER,0,7,1,0
EBONE,36,0,0,1
EBONEE,57,0,0,1
EBONEY,22,0,0,1
EBONI,369,0,0,1
EBONIE,121,0,0,1
EBONIQUE,5,0,0,1
EBONY,4126,7,0.001693685,0.998306315
EBRAHIM,0,45,1,0
EBRIMA,0,11,1,0
ED,0,447,1,0
EDA,284,0,0,1
EDAN,0,61,1,0
EDDA,30,0,0,1
EDDIE,10,8028,0.998755909,0.001244091
EDDY,0,1051,1,0
EDELMIRO,0,10,1,0
EDELYN,7,0,0,1
EDEN,1614,403,0.199801686,0.800198314
EDER,0,36,1,0
EDGAR,0,8235,1,0
EDGARD,0,149,1,0
EDGARDO,0,1204,1,0
EDIE,146,0,0,1
EDILBERTO,0,16,1,0
EDIN,0,108,1,0
EDINA,23,0,0,1
EDISON,0,971,1,0
EDITH,19903,0,0,1
EDLYN,6,0,0,1
EDMOND,0,2127,1,0
EDMUND,0,7021,1,0
EDMUNDO,0,28,1,0
EDNA,13986,0,0,1
EDNAMAE,5,0,0,1
EDON,0,17,1,0
EDONA,33,0,0,1
EDOUARD,0,16,1,0
EDRIC,0,17,1,0
EDRICK,0,10,1,0
EDSON,0,138,1,0
EDUARD,0,102,1,0
EDUARDO,0,4792,1,0
EDVIN,0,29,1,0
EDWARD,491,152180,0.996783934,0.003216066
EDWARDO,0,592,1,0
EDWIN,55,31664,0.998266024,0.001733976
EDWINA,1129,0,0,1
EDWYN,0,5,1,0
EDY,0,6,1,0
EDYTH,66,0,0,1
EDYTHE,1759,0,0,1
EESA,0,33,1,0
EESHA,10,0,0,1
EFE,0,30,1,0
EFFIE,512,0,0,1
EFRAIM,0,809,1,0
EFRAIN,0,2380,1,0
EFRAT,10,0,0,1
EFRAYIM,0,5,1,0
EFREM,0,79,1,0
EFREN,0,82,1,0
EFSTATHIOS,0,5,1,0
EFTIHIA,5,0,0,1
EGAN,0,5,1,0
EGBERT,0,52,1,0
EGIDIO,0,5,1,0
EGYPT,427,20,0.044742729,0.955257271
EH,13,24,0.648648649,0.351351351
EHAB,0,6,1,0
EHAN,0,67,1,0
EHREN,0,6,1,0
EHSAN,0,7,1,0
EIAN,0,57,1,0
EIDEN,0,23,1,0
EILA,29,0,0,1
EILEEN,42534,15,0.000352535,0.999647465
EILENE,32,0,0,1
EILISH,5,0,0,1
EIMY,7,0,0,1
EINAR,0,13,1,0
EION,0,5,1,0
EISA,0,8,1,0
EISLEY,5,0,0,1
EITAN,0,494,1,0
EITHAN,0,49,1,0
EIZA,11,0,0,1
EKAM,0,28,1,0
EKATERINA,24,0,0,1
EKATERINI,28,0,0,1
EL,0,10,1,0
ELA,173,0,0,1
ELAD,0,10,1,0
ELADIO,0,194,1,0
ELAINA,1407,0,0,1
ELAINE,33349,0,0,1
ELAM,0,5,1,0
ELAN,18,504,0.965517241,0.034482759
ELANA,1256,0,0,1
ELANE,5,0,0,1
ELANI,67,0,0,1
ELANY,6,0,0,1
ELARA,15,0,0,1
ELAYNA,105,0,0,1
ELAYNE,596,0,0,1
ELAZAR,0,142,1,0
ELBA,918,0,0,1
ELBERT,0,600,1,0
ELBERTA,24,0,0,1
ELBIN,0,6,1,0
ELCHANAN,0,10,1,0
ELCHONON,0,104,1,0
ELDA,196,0,0,1
ELDEN,0,13,1,0
ELDER,0,6,1,0
ELDIN,0,44,1,0
ELDON,0,156,1,0
ELDORA,6,0,0,1
ELDRED,0,32,1,0
ELEANA,34,0,0,1
ELEANOR,35372,35,0.000988505,0.999011495
ELEANORA,438,0,0,1
ELEANORE,2007,0,0,1
ELEASE,11,0,0,1
ELEAZAR,0,42,1,0
ELEEN,5,0,0,1
ELEFTHERIA,5,0,0,1
ELEFTHERIOS,0,5,1,0
ELENA,6906,0,0,1
ELENE,28,0,0,1
ELENI,902,0,0,1
ELENOR,61,0,0,1
ELENORA,12,0,0,1
ELENORE,164,0,0,1
ELEONORA,23,0,0,1
ELEONORE,64,0,0,1
ELEXIS,52,0,0,1
ELEXUS,22,0,0,1
ELFREDA,5,0,0,1
ELFRIEDA,65,0,0,1
ELFRIEDE,66,0,0,1
ELGA,5,0,0,1
ELGIN,0,24,1,0
ELHADJ,0,5,1,0
ELHADJI,0,15,1,0
ELI,0,7958,1,0
ELIA,186,13,0.065326633,0.934673367
ELIAM,0,88,1,0
ELIAN,0,490,1,0
ELIANA,3371,0,0,1
ELIANE,10,0,0,1
ELIANNA,459,0,0,1
ELIANNY,137,0,0,1
ELIANY,36,0,0,1
ELIAS,0,5887,1,0
ELIAV,0,5,1,0
ELIAZER,0,11,1,0
ELICIA,78,0,0,1
ELIDA,30,0,0,1
ELIDE,9,0,0,1
ELIE,0,252,1,0
ELIEL,0,191,1,0
ELIETTE,6,0,0,1
ELIEZER,0,2720,1,0
ELIF,124,0,0,1
ELIGIO,0,26,1,0
ELIHU,0,73,1,0
ELIJA,0,5,1,0
ELIJAH,20,15119,0.998678909,0.001321091
ELIJHA,0,7,1,0
ELIJIAH,0,11,1,0
ELIMELECH,0,608,1,0
ELIN,117,0,0,1
ELINA,363,0,0,1
ELINOR,2657,0,0,1
ELINORE,332,0,0,1
ELIO,0,132,1,0
ELIORA,51,0,0,1
ELIOT,0,946,1,0
ELIOTT,0,28,1,0
ELISA,4292,0,0,1
ELISABET,25,0,0,1
ELISABETH,3771,0,0,1
ELISABETTA,5,0,0,1
ELISAUL,0,15,1,0
ELISE,4952,0,0,1
ELISEO,0,196,1,0
ELISHA,760,663,0.465917077,0.534082923
ELISHEVA,859,0,0,1
ELISIA,16,0,0,1
ELISSA,2373,0,0,1
ELIUD,0,35,1,0
ELIYA,11,0,0,1
ELIYAH,5,5,0.5,0.5
ELIYAHU,0,1263,1,0
ELIYANAH,19,0,0,1
ELIYAS,0,6,1,0
ELIYOHU,0,5,1,0
ELIZA,2679,0,0,1
ELIZABET,429,0,0,1
ELIZABETH,140556,333,0.002363563,0.997636437
ELIZAH,5,0,0,1
ELIZAVETA,5,0,0,1
ELIZEBETH,72,0,0,1
ELKA,163,0,0,1
ELKE,98,0,0,1
ELKY,107,0,0,1
ELLA,12649,0,0,1
ELLAH,10,0,0,1
ELLAMARIE,7,0,0,1
ELLE,759,0,0,1
ELLEE,5,0,0,1
ELLEEN,5,0,0,1
ELLEN,36238,27,0.00074452,0.99925548
ELLENA,5,0,0,1
ELLERY,86,12,0.12244898,0.87755102
ELLESSE,5,0,0,1
ELLI,26,0,0,1
ELLIA,39,0,0,1
ELLIANA,644,0,0,1
ELLIANNA,131,0,0,1
ELLICE,10,0,0,1
ELLIE,2242,0,0,1
ELLIEANA,5,0,0,1
ELLIETTE,17,0,0,1
ELLIN,147,0,0,1
ELLIOT,82,5901,0.986294501,0.013705499
ELLIOTT,77,3940,0.980831466,0.019168534
ELLIS,118,1582,0.930588235,0.069411765
ELLISA,5,0,0,1
ELLISON,49,19,0.279411765,0.720588235
ELLORA,11,0,0,1
ELLSWORTH,0,482,1,0
ELLWOOD,0,26,1,0
ELLY,94,0,0,1
ELLYANA,15,0,0,1
ELLYANNA,6,0,0,1
ELLYN,394,0,0,1
ELMA,597,0,0,1
ELMER,0,3810,1,0
ELMIN,0,5,1,0
ELMIRA,19,0,0,1
ELMO,0,68,1,0
ELMORE,0,34,1,0
ELNA,52,0,0,1
ELNATAN,0,5,1,0
ELNORA,318,0,0,1
ELODIE,121,0,0,1
ELOIS,10,0,0,1
ELOISA,21,0,0,1
ELOISE,2309,0,0,1
ELON,0,122,1,0
ELONDA,6,0,0,1
ELORA,140,0,0,1
ELOUISE,31,0,0,1
ELOWEN,15,0,0,1
ELOWYN,11,0,0,1
ELOY,0,33,1,0
ELROY,0,80,1,0
ELSA,2507,0,0,1
ELSBETH,6,0,0,1
ELSE,13,0,0,1
ELSIE,10805,0,0,1
ELSTON,0,11,1,0
ELSY,20,0,0,1
ELTON,0,869,1,0
ELUZER,0,178,1,0
ELVA,697,0,0,1
ELVERA,379,0,0,1
ELVIA,57,0,0,1
ELVIN,0,1637,1,0
ELVINA,10,0,0,1
ELVIRA,2753,0,0,1
ELVIS,0,2209,1,0
ELWIN,0,311,1,0
ELWOOD,0,868,1,0
ELWYN,0,198,1,0
ELY,0,360,1,0
ELYA,0,162,1,0
ELYANA,39,0,0,1
ELYAS,0,58,1,0
ELYCE,15,0,0,1
ELYJAH,0,60,1,0
ELYSA,75,0,0,1
ELYSE,2243,0,0,1
ELYSHA,15,0,0,1
ELYSIA,139,0,0,1
ELYSSA,618,0,0,1
ELYSSE,5,0,0,1
ELYZA,7,0,0,1
EMA,205,0,0,1
EMAAN,123,0,0,1
EMAD,0,10,1,0
EMALEE,51,0,0,1
EMALINE,5,0,0,1
EMALYN,21,0,0,1
EMAN,204,0,0,1
EMANI,553,0,0,1
EMANIE,10,0,0,1
EMANUEL,0,6407,1,0
EMANUELA,11,0,0,1
EMANUELE,0,21,1,0
EMANUELLA,5,0,0,1
EMBER,126,0,0,1
EMBERLY,17,0,0,1
EMELI,93,0,0,1
EMELIA,470,0,0,1
EMELIE,54,0,0,1
EMELIN,39,0,0,1
EMELINE,41,0,0,1
EMELLY,11,0,0,1
EMELY,2605,0,0,1
EMELYN,141,0,0,1
EMERALD,261,0,0,1
EMERIE,60,0,0,1
EMERITO,0,5,1,0
EMERSON,726,1325,0.646026329,0.353973671
EMERSYN,146,0,0,1
EMERY,425,575,0.575,0.425
EMI,136,0,0,1
EMIL,0,3506,1,0
EMILE,0,381,1,0
EMILEE,685,0,0,1
EMILEY,5,0,0,1
EMILI,16,0,0,1
EMILIA,3402,0,0,1
EMILIANA,77,0,0,1
EMILIANO,0,390,1,0
EMILIE,1757,0,0,1
EMILIO,0,3054,1,0
EMILIYA,5,0,0,1
EMILLY,38,0,0,1
EMILY,56855,22,0.0003868,0.9996132
EMILYANN,13,0,0,1
EMILYN,11,0,0,1
EMIN,0,11,1,0
EMINA,52,0,0,1
EMIR,0,307,1,0
EMMA,32187,5,0.000155318,0.999844682
EMMALEE,279,0,0,1
EMMALEIGH,32,0,0,1
EMMALIE,5,0,0,1
EMMALINA,5,0,0,1
EMMALINE,93,0,0,1
EMMALYN,141,0,0,1
EMMALYNN,93,0,0,1
EMMANUEL,0,7054,1,0
EMMANUELA,63,0,0,1
EMMANUELLA,119,0,0,1
EMMANUELLE,138,0,0,1
EMMARIE,21,0,0,1
EMMAROSE,36,0,0,1
EMME,170,0,0,1
EMMELIA,5,0,0,1
EMMELINE,161,0,0,1
EMMELY,6,0,0,1
EMMERSON,25,0,0,1
EMMET,0,282,1,0
EMMETT,0,2192,1,0
EMMI,41,0,0,1
EMMIE,124,0,0,1
EMMIT,0,9,1,0
EMMITT,0,123,1,0
EMMY,403,0,0,1
EMOGENE,18,0,0,1
EMONI,77,0,0,1
EMONIE,15,0,0,1
EMORY,48,298,0.861271676,0.138728324
EMPRESS,125,0,0,1
EMRAN,0,6,1,0
EMRE,0,82,1,0
EMRY,0,6,1,0
EMRYS,0,6,1,0
EMUNAH,19,0,0,1
EMY,18,0,0,1
ENA,73,0,0,1
ENAYA,5,0,0,1
ENDER,0,16,1,0
ENDI,0,5,1,0
ENDRIT,0,11,1,0
ENDY,0,22,1,0
ENEIDA,218,0,0,1
ENES,47,10,0.175438596,0.824561404
ENGELBERT,0,7,1,0
ENID,1846,0,0,1
ENIS,11,17,0.607142857,0.392857143
ENISA,5,0,0,1
ENIYAH,11,0,0,1
ENJOLI,51,0,0,1
ENMANUEL,0,426,1,0
ENNIS,0,14,1,0
ENOC,0,5,1,0
ENOCH,0,317,1,0
ENOLA,10,0,0,1
ENOS,0,31,1,0
ENRICO,0,965,1,0
ENRIQUE,0,3158,1,0
ENSLEY,18,0,0,1
ENSON,0,5,1,0
ENVY,6,0,0,1
ENYA,41,0,0,1
ENZA,85,0,0,1
ENZO,0,878,1,0
EOIN,0,121,1,0
EOWYN,11,0,0,1
EPHRAIM,0,994,1,0
EPIFANIO,0,23,1,0
EPIPHANY,21,0,0,1
EQUAN,0,5,1,0
ERA,26,0,0,1
ERASMO,0,23,1,0
ERASMUS,0,5,1,0
EREN,0,77,1,0
ERI,0,5,1,0
ERIANA,5,0,0,1
ERIANNA,17,0,0,1
ERIBERTO,0,114,1,0
ERIC,263,73080,0.996414109,0.003585891
ERICA,18300,17,0.0009281,0.9990719
ERICH,0,1065,1,0
ERICK,0,5179,1,0
ERICKA,1380,0,0,1
ERICKSON,0,46,1,0
ERICSON,0,5,1,0
ERIE,0,100,1,0
ERIK,6,11495,0.999478306,0.000521694
ERIKA,9544,0,0,1
ERIKKA,5,0,0,1
ERIN,21384,387,0.01777594,0.98222406
ERINA,52,0,0,1
ERINN,211,0,0,1
ERION,0,16,1,0
ERIQ,0,11,1,0
ERIS,10,0,0,1
ERLAND,0,5,1,0
ERLING,0,15,1,0
ERMA,1158,0,0,1
ERMELINDA,10,0,0,1
ERMINIA,72,0,0,1
ERMINIO,0,7,1,0
ERNA,489,0,0,1
ERNEST,5,18177,0.999725003,0.000274997
ERNESTINA,21,0,0,1
ERNESTINE,1873,0,0,1
ERNESTO,0,2130,1,0
ERNIE,0,478,1,0
ERNST,0,120,1,0
EROL,0,31,1,0
EROS,0,15,1,0
ERRICK,0,6,1,0
ERROL,0,1097,1,0
ERROLL,0,5,1,0
ERSILIA,5,0,0,1
ERVIN,0,894,1,0
ERVING,0,12,1,0
ERWIN,0,2129,1,0
ERYK,0,46,1,0
ERYKA,25,0,0,1
ERYKAH,52,0,0,1
ERYN,189,0,0,1
ERYNN,15,0,0,1
ESA,0,10,1,0
ESABELLA,6,0,0,1
ESAI,0,12,1,0
ESAIAS,0,5,1,0
ESDRAS,0,27,1,0
ESHA,115,0,0,1
ESHAAL,92,0,0,1
ESHAAN,0,42,1,0
ESHAL,99,0,0,1
ESHAN,0,123,1,0
ESMAE,5,0,0,1
ESME,386,0,0,1
ESMEE,21,0,0,1
ESMERALDA,1250,0,0,1
ESPERANZA,377,0,0,1
ESSA,0,43,1,0
ESSENCE,916,0,0,1
ESSIE,189,0,0,1
ESTA,302,0,0,1
ESTEBAN,0,1420,1,0
ESTEE,36,0,0,1
ESTEFANI,276,0,0,1
ESTEFANIA,260,0,0,1
ESTEFANY,354,0,0,1
ESTELA,49,0,0,1
ESTELLA,904,0,0,1
ESTELLE,7542,0,0,1
ESTEPHANIE,77,0,0,1
ESTEPHANY,27,0,0,1
ESTER,864,0,0,1
ESTEVAN,0,46,1,0
ESTEVEN,0,29,1,0
ESTHER,28250,0,0,1
ESTI,12,0,0,1
ESTRELLA,379,0,0,1
ESTRELLITA,15,0,0,1
ESTY,358,0,0,1
ETAN,0,25,1,0
ETERNITY,90,0,0,1
ETHAN,17,25196,0.999325745,0.000674255
ETHANIEL,0,6,1,0
ETHEL,14462,7,0.000483793,0.999516207
ETHELBERT,0,5,1,0
ETHELYN,210,0,0,1
ETHEN,0,136,1,0
ETHLYN,5,0,0,1
ETHYL,34,0,0,1
ETHYN,0,24,1,0
ETIENNE,0,26,1,0
ETTA,1372,0,0,1
ETTEL,50,0,0,1
ETTIE,10,0,0,1
ETTORE,0,76,1,0
ETTY,401,0,0,1
EUDORA,17,0,0,1
EUGENE,62,35578,0.998260382,0.001739618
EUGENIA,2771,0,0,1
EUGENIE,423,0,0,1
EUGENIO,0,471,1,0
EULA,124,0,0,1
EUN,5,0,0,1
EUNICE,3362,0,0,1
EUPHEMIA,6,0,0,1
EURY,0,5,1,0
EUSEBIO,0,46,1,0
EUSTACE,0,17,1,0
EVA,12950,0,0,1
EVAGELIA,11,0,0,1
EVAGELOS,0,6,1,0
EVALINA,39,0,0,1
EVALUNA,5,0,0,1
EVALYN,240,0,0,1
EVALYNN,37,0,0,1
EVAMARIE,47,0,0,1
EVAN,87,19029,0.995448839,0.004551161
EVANA,13,0,0,1
EVANDER,0,56,1,0
EVANGELIA,197,0,0,1
EVANGELINA,129,0,0,1
EVANGELINE,1547,0,0,1
EVANGELOS,0,226,1,0
EVANNA,20,0,0,1
EVANS,0,195,1,0
EVARISTO,0,41,1,0
EVE,3354,0,0,1
EVELIN,391,0,0,1
EVELINA,185,0,0,1
EVELINE,41,0,0,1
EVELIO,0,5,1,0
EVELISE,5,0,0,1
EVELISSE,12,0,0,1
EVELYN,48906,62,0.001266133,0.998733867
EVELYNE,123,0,0,1
EVELYNN,181,0,0,1
EVELYNNE,5,0,0,1
EVENS,0,10,1,0
EVER,22,115,0.839416058,0.160583942
EVEREST,0,14,1,0
EVERETT,0,4652,1,0
EVERETTE,0,36,1,0
EVERLEE,19,0,0,1
EVERLEIGH,133,0,0,1
EVERLEY,27,0,0,1
EVERLY,537,0,0,1
EVERTON,0,79,1,0
EVETTE,687,0,0,1
EVEY,5,0,0,1
EVIANA,5,0,0,1
EVIANNA,10,0,0,1
EVIE,255,0,0,1
EVIN,0,176,1,0
EVITA,99,0,0,1
EVOLET,33,0,0,1
EVON,42,0,0,1
EVONNE,158,0,0,1
EVREN,0,17,1,0
EVYN,5,0,0,1
EWAN,0,109,1,0
EXAVIER,0,10,1,0
EYAD,0,88,1,0
EYAL,0,54,1,0
EYAN,0,31,1,0
EYDEN,0,5,1,0
EYDIE,6,0,0,1
EYLEEN,5,0,0,1
EYLIN,6,0,0,1
EYMEN,0,6,1,0
EYTAN,0,40,1,0
EZECHIEL,0,6,1,0
EZEKIEL,0,1330,1,0
EZEQUIEL,0,651,1,0
EZIO,0,14,1,0
EZOZA,5,0,0,1
EZRA,48,2859,0.983488132,0.016511868
EZRAH,0,16,1,0
EZRIEL,0,287,1,0
FAATIMAH,5,0,0,1
FABIAN,0,1725,1,0
FABIANA,93,0,0,1
FABIENNE,85,0,0,1
FABIO,0,431,1,0
FABIOLA,382,0,0,1
FABRICE,0,78,1,0
FABRICIO,0,10,1,0
FABRIZIO,0,39,1,0
FADI,0,17,1,0
FAE,26,0,0,1
FAHAD,0,106,1,0
FAHD,0,10,1,0
FAHEEM,0,27,1,0
FAHIM,0,122,1,0
FAHIMA,5,0,0,1
FAHMIDA,16,0,0,1
FAIGA,654,0,0,1
FAIGE,139,0,0,1
FAIGY,2366,0,0,1
FAISAL,0,150,1,0
FAITH,8696,0,0,1
FAIZ,0,5,1,0
FAIZA,133,0,0,1
FAIZAH,5,0,0,1
FAIZAN,0,73,1,0
FAJR,18,0,0,1
FALICIA,6,0,0,1
FALISHA,5,0,0,1
FALLON,632,0,0,1
FALLOU,0,5,1,0
FALLYN,5,0,0,1
FALON,42,0,0,1
FALYN,5,0,0,1
FANNIE,3020,0,0,1
FANNY,1726,0,0,1
FANTA,354,0,0,1
FANTASHA,5,0,0,1
FANTASIA,184,0,0,1
FARA,86,0,0,1
FARAH,761,0,0,1
FARAZ,0,51,1,0
FARDEEN,0,27,1,0
FAREED,0,42,1,0
FARES,0,51,1,0
FARHAN,0,347,1,0
FARHANA,47,0,0,1
FARIA,18,0,0,1
FARID,0,34,1,0
FARIDA,114,0,0,1
FARIHA,115,0,0,1
FARIS,0,164,1,0
FARIZA,10,0,0,1
FARLEY,0,5,1,0
FARRAH,805,0,0,1
FARRELL,0,31,1,0
FARZANA,54,0,0,1
FARZEEN,5,0,0,1
FARZONA,22,0,0,1
FATEH,0,14,1,0
FATEMA,62,0,0,1
FATHIMA,5,0,0,1
FATIHA,38,0,0,1
FATIM,10,0,0,1
FATIMA,3435,0,0,1
FATIMAH,417,0,0,1
FATIMATA,23,0,0,1
FATIMATOU,10,0,0,1
FATIN,0,5,1,0
FATINA,5,0,0,1
FATMA,46,0,0,1
FATMATA,6,0,0,1
FATMIR,0,5,1,0
FATOU,304,0,0,1
FATOUMATA,1073,0,0,1
FATUMA,5,0,0,1
FATUMATA,76,0,0,1
FAUST,0,5,1,0
FAUSTINO,0,20,1,0
FAUSTO,0,265,1,0
FAVIAN,0,19,1,0
FAWN,318,0,0,1
FAY,3011,247,0.075813382,0.924186618
FAYE,2517,0,0,1
FAYETTE,0,6,1,0
FAYTH,34,0,0,1
FEDERICO,0,401,1,0
FEDOR,0,5,1,0
FEIGA,43,0,0,1
FEIGE,160,0,0,1
FEIGY,49,0,0,1
FEISH,0,12,1,0
FELECIA,343,0,0,1
FELICA,43,0,0,1
FELICE,1084,214,0.164869029,0.835130971
FELICIA,7659,0,0,1
FELICIANO,0,19,1,0
FELICITA,359,0,0,1
FELICITY,601,0,0,1
FELIPE,0,1586,1,0
FELISA,24,0,0,1
FELISHA,279,0,0,1
FELITA,14,0,0,1
FELIX,6,8928,0.999328408,0.000671592
FELTON,0,16,1,0
FEMALE,760,0,0,1
FENTON,0,34,1,0
FERDINAND,0,1493,1,0
FERDINANDO,0,10,1,0
FERGUS,0,5,1,0
FERMIN,0,114,1,0
FERN,1767,0,0,1
FERNANDA,392,0,0,1
FERNANDO,0,5583,1,0
FERNE,97,0,0,1
FERRIS,0,22,1,0
FEYNMAN,0,23,1,0
FIDEL,0,244,1,0
FILIP,0,271,1,0
FILIPE,0,10,1,0
FILIPPA,21,0,0,1
FILIPPO,0,62,1,0
FILOMENA,1902,0,0,1
FINIAN,0,10,1,0
FINLAY,0,34,1,0
FINLEIGH,7,0,0,1
FINLEY,375,368,0.495289367,0.504710633
FINN,6,1209,0.995061728,0.004938272
FINNEGAN,0,455,1,0
FINNIAN,0,160,1,0
FINNICK,0,11,1,0
FINNIGAN,0,22,1,0
FINNLEY,28,80,0.740740741,0.259259259
FINTAN,0,7,1,0
FIONA,3279,0,0,1
FIONN,0,29,1,0
FIONNA,5,0,0,1
FIORE,0,85,1,0
FIORELLA,100,0,0,1
FISHEL,0,125,1,0
FISHER,0,31,1,0
FITZGERALD,0,64,1,0
FITZROY,0,41,1,0
FIZA,58,0,0,1
FIZZA,5,0,0,1
FLAMUR,0,7,1,0
FLAVIA,32,0,0,1
FLAVIO,0,31,1,0
FLETCHER,0,215,1,0
FLEURETTE,12,0,0,1
FLINT,0,5,1,0
FLOR,366,0,0,1
FLORA,3072,0,0,1
FLORANCE,6,0,0,1
FLORENCE,40759,56,0.001372045,0.998627955
FLORENCIA,5,0,0,1
FLORENCIO,0,5,1,0
FLORENTINE,5,0,0,1
FLORENTINO,0,6,1,0
FLORETTA,11,0,0,1
FLORETTE,16,0,0,1
FLORIA,10,0,0,1
FLORIAN,0,217,1,0
FLORIBEL,5,0,0,1
FLORINDA,5,0,0,1
FLORINE,213,0,0,1
FLOSSIE,93,0,0,1
FLOYD,0,5839,1,0
FLYNN,0,137,1,0
FOLASADE,17,0,0,1
FONDA,22,0,0,1
FONTELLA,7,0,0,1
FORD,0,117,1,0
FORDYCE,0,5,1,0
FOREST,0,82,1,0
FORREST,0,1010,1,0
FORTUNA,11,0,0,1
FORTUNATA,63,0,0,1
FORTUNATO,0,69,1,0
FORTUNE,39,0,0,1
FOSTER,0,380,1,0
FOTINI,51,0,0,1
FOUAD,0,5,1,0
FOX,0,62,1,0
FRADEL,346,0,0,1
FRADY,247,0,0,1
FRAIDA,217,0,0,1
FRAIDY,706,0,0,1
FRAN,1186,5,0.004198153,0.995801847
FRANCA,113,0,0,1
FRANCENE,102,0,0,1
FRANCES,59604,347,0.00578806,0.99421194
FRANCESC,19,5,0.208333333,0.791666667
FRANCESCA,5405,0,0,1
FRANCESCO,0,2390,1,0
FRANCESKA,5,0,0,1
FRANCHESCA,530,0,0,1
FRANCHESKA,256,0,0,1
FRANCIE,34,0,0,1
FRANCINA,56,0,0,1
FRANCINE,9060,0,0,1
FRANCIS,1111,41588,0.973980655,0.026019345
