"Title","Average_2014","Male_2014","Female_2014","Gap_2014","Average_2015","Male_2015","Female_2015","Gap_2015","Average_2016","Male_2016","Female_2016","Gap_2016","Average_2017","Male_2017","Female_2017","Gap_2017","Average_2018","Male_2018","Female_2018","Gap_2018","Average_2019","Male_2019","Female_2019","Gap_2019","Average_2020","Male_2020","Female_2020","Gap_2020"
"STAFF ANALYST TRAINEE",45642.536207577,44763.7991457953,46163.1925903656,"-1.5%",46872.7785776718,46101.0377942318,47341.4649887372,"-1.3%",46889.2334510832,46220.8380339985,47742.397354411,"-1.6%",47836.6224091752,47375.2981979549,48322.9494693552,"-1.0%",47519.5840093003,47420.9255125452,47612.6138990316,"-0.2%",47385.5098442094,48047.6525635685,46925.7275287689,"1.2%",44895.6216216216,45026.3950093497,44758.794824305,"0.3%"
"STAFF ASSISTANT",59836.1834035181,45003.7878005346,71036.0634069563,"-22.4%",64347.4229709203,49309.3749631777,91398.2478869433,"-29.9%",60961.5700543959,49442.6032725431,68923.4671901925,"-16.5%",58805.3149238878,52069.099074537,65175.386574043,"-11.2%",57538.3575421219,50618.6122198036,62248.9532188402,"-10.3%",59282.713308823,53508.4975175052,62156.0565398837,"-7.5%",62132.2,52517.841151876,68412.468185539,"-13.1%"
"STAFF AUDIOLOGIST",NA,NA,NA,NA,68688.6720105025,NA,68688.6720105025,NA,69677.1201529082,NA,69677.1201529082,NA,62976.5008047375,NA,62976.5008047375,NA,63686.6872233016,NA,63686.6872233016,NA,70816.8849578312,NA,70816.8849578312,NA,72179,71256,72179.8100734324,"-0.6%"
"STAFF NURSE",62746.665080377,63018.4510648861,62729.9117681195,"0.2%",66764.5116719381,66959.0020314252,66753.5075325832,"0.2%",68365.5296396254,67891.7517364624,68395.4358321017,"-0.4%",70240.0799054908,69858.9117068853,70265.5823961157,"-0.3%",71465.82646958,70739.0534605158,71511.254014384,"-0.5%",71983.545286189,71097.6613691318,72040.9966497519,"-0.7%",73228.8461538462,72485.1245811954,73272.3230053636,"-0.5%"
"STATISTICAL SECRETARY",61397.7820492825,73464.5252767578,61285.3449997921,"9.0%",64947.3954212373,55531.3802094503,65656.5243049297,"-8.4%",63474.4108551536,53023.208825367,64221.4282195807,"-9.6%",64140.0028087843,64314.4864585149,64139.5281088034,"0.1%",64238.2175187916,63330.9625848177,64239.8765533576,"-0.7%",65718.8037486003,54927.8358683665,67895.7785291367,"-10.6%",68744.9166666667,60078.7687242303,70493.2293040937,"-8.0%"
"STATISTICIAN",56352.5384245735,67861.9025871942,50574.8808430667,"14.6%",58805.0114534813,64085.4529829645,53541.5881775562,"9.0%",58687.9937495836,55524.2101633211,60267.8292117487,"-4.1%",61935.056176002,75062.595017896,57997.95420001,"12.8%",69953.9419578304,62787.9223970443,71745.4468480269,"-6.7%",69500.4443387287,62523.4601216905,72988.9364472479,"-7.7%",77834.5,79280,76389,"1.9%"
"STEAM FITTER'S HELPER",NA,NA,NA,NA,72410.6702937426,72410.6702937426,72410.6702937426,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STENOGRAPHER TO EACH DEPUTY COMMISSIONER",54946.8285847971,59637.2644739571,54942.8939665641,"4.1%",58729.2150165996,62876.144125455,58725.7363243696,"3.4%",67140.0830918116,77903.587918258,67132.6178268768,"7.4%",90113.3315002519,99387.5600696142,90107.6192233687,"4.9%",89542.9872838169,103038.624695612,89536.0610199875,"7.0%",89014.2804707872,94425.573196865,89012.0292228685,"3.0%",99954.25,96573.5773566783,99956.0082498972,"-1.7%"
"STENOGRAPHER TO THE CORPORATION COUNSEL",65590.7572366175,NA,65590.7572366175,NA,68468.9669649958,NA,68468.9669649958,NA,69454.3350239856,NA,69454.3350239856,NA,70355.4485029425,NA,70355.4485029425,NA,68395.5595279804,NA,68395.5595279804,NA,70153.2095520004,NA,70153.2095520004,NA,71749,NA,71749,NA
"STENOGRAPHIC SPECIALIST",48099.8886401861,NA,48099.8886401861,NA,50256.1762960906,NA,50256.1762960906,NA,51003.8704527284,NA,51003.8704527284,NA,51694.7692061971,NA,51694.7692061971,NA,50254.7100439532,NA,50254.7100439532,NA,54365.9930697489,NA,54365.9930697489,NA,56241,NA,56241,NA
"STENOGRAPHIC/SECRETARIAL ASSOCIATE",49679.6180937567,49679.6180937567,49679.6180937567,"0.0%",51859.0490665118,51859.0490665118,51859.0490665118,"0.0%",52605.1385668599,52605.1385668599,52605.1385668599,"0.0%",53287.4842554028,53287.4842554028,53287.4842554028,"0.0%",51803.0568923783,51803.0568923782,51803.0568923783,"0.0%",53134.3162543755,53134.3162543755,53134.3162543755,"0.0%",54343,54343,54343,"0.0%"
"STOCK WORKER",36964.3222608733,36956.6696107826,37079.9262281959,"-0.2%",37505.4911624736,37469.9083305906,38191.741376156,"-1.0%",37714.7018097475,37797.6254160152,36283.1689767631,"2.0%",38851.0492040398,39108.4470247179,36183.6059943971,"3.9%",37595.2284849357,37831.5147551219,35656.3770350597,"3.0%",37795.7562284904,38179.1115317448,35048.7683176815,"4.3%",40499.6875,40525.2833769699,40281.1659730658,"0.3%"
"STRATEGI INITIATIVE SPECIALIST",NA,NA,NA,NA,NA,NA,NA,NA,58909.5292824305,58909.5292824305,58909.5292824305,"0.0%",59674.1451967614,59674.1451967614,59674.1451967614,"0.0%",58011.804869892,58011.804869892,58011.804869892,"0.0%",83086.823208119,83303.5455592135,83086.2737344979,"0.1%",97533,97533,97533,"0.0%"
"STRATEGIC INITIATIVE SPECIALIST",59090.772285241,59238.3784279485,59090.4674893047,"0.1%",93193.7049858333,115486.329076409,80464.7489163574,"17.9%",92084.3884182648,90450.3800128441,93518.6687160143,"-1.7%",103545.215646942,102512.323432495,104548.952000865,"-1.0%",102156.124625858,99815.6938957867,103691.372968832,"-1.9%",105996.567741138,106373.929031319,105664.216501379,"0.3%",115946.0625,115340.500600158,116460.743868248,"-0.5%"
"STUDENT LEGAL SPECIALIST",37398.13415616,35617.0985242232,37399.1271395942,"-2.4%",37181.020361277,37181.020361277,NA,NA,NA,NA,NA,NA,38205.4980321813,38205.146904525,38205.673805945,"0.0%",37141.8916616237,37141.8916616237,37141.8916616237,"0.0%",38095.3711325675,38095.3711325675,38095.3711325675,"0.0%",NA,NA,NA,NA
"SUBSTANCE ABUSE PREVENTION & INTERVENTION SPECIALIST",58509.1307062057,57952.0394564279,58739.571626272,"-0.7%",61067.8102511317,60375.8221187745,61339.3011089386,"-0.8%",60601.8518027215,60368.0907094254,60696.369644158,"-0.3%",62055.8898890461,61839.5366134435,62146.2638487492,"-0.2%",60870.1876425295,60758.6421942236,60912.1712814309,"-0.1%",61869.2082448174,61367.3679430628,62064.4983873169,"-0.6%",63650.7533039648,62844.6428877686,63992.6648486254,"-0.9%"
"SUBSTITUTE PRINCIPAL",NA,NA,NA,NA,105777.697648291,NA,105777.697648291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SUBSTITUTE TEACHER",62978.6760508628,64932.5190737071,62000.5898743558,"2.3%",64847.6709271995,65608.2008284129,64214.3259914271,"1.1%",64445.2948250281,64649.9647592517,64241.004989637,"0.3%",70906.5376962353,70858.3948049734,70957.6081052723,"-0.1%",69376.5494281056,69269.157835787,69468.5297170976,"-0.1%",68622.8032719008,68082.2867466133,69085.7467535808,"-0.7%",71766.24,70072.471748405,72592.1441140643,"-1.8%"
"SUMMER COLLEGE INTERN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27240.483579669,27240.483579669,27240.483579669,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SUMMER GRADUATE INTERN",33346.7117872453,27118.8696586871,39566.8092196053,"-18.7%",33129.541816267,27196.1530734815,34131.0851467481,"-11.3%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SUPERINTENDENT",101510.357145567,98833.8512027878,102847.493794435,"-2.0%",105965.655495104,103171.444493596,107361.595580673,"-2.0%",107489.897403225,104655.652203059,108905.837890577,"-2.0%",114537.841501521,114480.847070387,114566.314945736,"0.0%",111347.165334268,111291.75859477,111374.845594861,"0.0%",114236.765757512,114321.361712124,114236.706415354,"0.0%",116834.5,116921,116834.439322197,"0.0%"
"SUPERINTENDENT OF ADULT INSTITUTIONS",71610.0649577838,72184.3534218878,69896.9673800053,"1.6%",73815.0509196026,75088.2523350382,70861.2595292991,"2.9%",74979.8108523775,76531.4981544114,71895.0958659415,"3.1%",76684.1733810033,78000.3449330532,73414.3028479012,"3.0%",74996.8069947538,76563.7984815726,72914.3446961348,"2.4%",75420.8183686894,76062.0601063487,74776.4620579034,"0.9%",76525.1666666667,76613.5444165144,76480.6182334775,"0.1%"
"SUPERINTENDENT OF LAUNDRIES",56423.5557747512,56423.5557747512,NA,NA,58918.8323760714,58918.8323760714,NA,NA,59797.4565510694,59797.4565510694,NA,NA,60610.6026562481,60610.6026562481,NA,NA,58922.1754705864,58922.1754705864,NA,NA,57947.221815021,57947.221815021,NA,NA,61897,61897,NA,NA
"SUPERINTENDENT OF WATER AND SEWER SYSTEMS",116912.762116605,117118.375458897,110227.355594926,"3.0%",121174.139636889,121360.993394245,115058.53121,"2.7%",125099.383815544,125365.061462541,116822.806846874,"3.5%",130712.49568217,131126.481031888,118555.218832685,"5.0%",129801.541401249,129866.496564316,127792.960747255,"0.8%",138257.283522447,138524.934816664,132228.770514234,"2.3%",136132.428571429,136267.802511436,133205.785368439,"1.1%"
"SUPERVISING ACCOUNTANT INVESTIGATOR",84244.2503306904,86999.3780374216,80126.5801205703,"4.1%",81615.9476571851,82089.7798365407,81223.3669281583,"0.5%",87012.3408243515,87321.0317904923,86654.7543795546,"0.4%",88575.0034240329,88449.901357876,88720.0706844401,"-0.2%",85642.5937072013,84695.3228121471,86584.8187865242,"-1.1%",94429.9596742675,92874.7096894516,96283.065483833,"-1.8%",97462.2222222222,96156.320648548,98505.9661573955,"-1.2%"
"SUPERVISING BLASTING INSPECTOR",70019.8545721259,70019.8545721259,70019.8545721259,"0.0%",73092.5135384188,73092.5135384188,73092.5135384188,"0.0%",74145.2740636868,74145.2736680639,74145.3978026094,"0.0%",75109.892533756,75110.4160983616,75106.3045277156,"0.0%",73018.0712169953,73018.7466980396,73014.0718330327,"0.0%",71808.9851345461,71809.3732270232,71805.9463918987,"0.0%",84833,84833,84833,"0.0%"
"SUPERVISING BOOKBINDER",NA,NA,NA,NA,NA,NA,NA,NA,61755.3950879472,61755.3950879472,NA,NA,62252.8267049992,62252.8267049992,NA,NA,62334.2731550785,62334.2731550785,NA,NA,63935.4068879649,63935.4068879649,NA,NA,63485,63485,NA,NA
"SUPERVISING CHIEF SURGEON",215762.636417669,215762.636417669,NA,NA,225230.140370366,225230.140370366,NA,NA,228470.434039576,228470.434039576,NA,NA,236434.967552492,236434.967552492,NA,NA,229848.607916361,229848.607916361,NA,NA,235753.819085207,235753.819085207,NA,NA,241116,241116,NA,NA
"SUPERVISING COMPUTER SERVICE TECHNICIAN",71532.9337305552,71632.2090232022,70548.5763940591,"0.8%",73260.0484954709,73155.9269704392,74297.1136433664,"-0.8%",73023.6699800295,73098.8655065384,72436.5284007541,"0.5%",73805.3637170323,73075.0762647828,78583.2162131744,"-3.6%",72960.4887207499,72245.5508987983,80261.5461718072,"-5.3%",74251.0059418933,73942.6817719552,78909.7853599577,"-3.2%",76131.8292682927,76093.4153472891,77140.0038604218,"-0.7%"
"SUPERVISING DEMOLITION INSPECTOR",71232.0285797387,71232.0285797388,71232.0285797388,"0.0%",74171.5575303904,74171.5575303904,74171.5575303904,"0.0%",75259.6013641815,75259.6013641815,75259.6013641815,"0.0%",76238.9435127509,76238.9835014025,76222.6008707026,"0.0%",74115.1582476033,74115.1971222926,74099.2708618949,"0.0%",79515.1618624756,79515.2659032895,79472.642254804,"0.0%",81339.6666666667,81339.7869651931,81290.502824553,"0.0%"
"SUPERVISING DEPUTY SHERIFF - AL 1 ONLY 40 HR",104674.785460163,104788.515231592,104124.0663453,"0.3%",104491.034192134,104575.737859255,103660.642089705,"0.4%",110532.680076045,110716.700565821,108796.126201242,"0.9%",110392.907201088,110471.464108466,109649.381829051,"0.4%",109300.367541087,110067.202276036,105570.059209776,"2.1%",108356.61447942,109230.808251682,104521.994533583,"2.2%",106235.818181818,107549.111091019,100468.333406167,"3.4%"
"SUPERVISING DOCKMASTER",65054.0612314579,65054.0612314579,65054.0612314579,"0.0%",66927.5142011386,66928.0022011755,66926.0661941147,"0.0%",67714.897286628,67669.9223094717,67892.9547550431,"-0.2%",67443.0552701092,67441.9866576458,67949.0865806037,"-0.4%",64624.1948554002,64747.3730601639,64013.9729737706,"0.6%",63554.8929413239,63676.0329823562,62954.7680740942,"0.6%",67184.1428571429,67384.4590716008,65998.6061759826,"1.0%"
"SUPERVISING EMERGENCY MEDICAL SERVICE SPECIALIST",68980.5742426321,69276.9868434037,67906.9524841656,"1.0%",69148.1964190463,69415.0381027628,68189.4211992948,"0.9%",68789.1453861608,68811.2436454656,68707.7731227447,"0.1%",72330.2602176251,72343.3381047081,72285.9288598486,"0.0%",73666.4893042146,73940.0730404097,72812.9194822433,"0.8%",72652.5113771208,72484.9972331645,73144.9004998123,"-0.5%",72781.7942973523,72620.0704634166,73261.6005426542,"-0.4%"
"SUPERVISING EMERGENCY MEDICAL SERVICE SPECIALIST-DPTY CHIEFS",104460.016705237,104874.850993792,103491.074309796,"0.7%",104062.441190998,104409.842182249,103347.434298663,"0.5%",101503.138708917,100096.838394949,105568.281986174,"-2.7%",108626.096675725,107034.420354376,112876.706032818,"-2.7%",115395.065429483,113899.8063776,118634.524692828,"-2.0%",115018.894682556,113979.814888163,117938.363609813,"-1.7%",115713.43902439,113670.140231354,122013.803278467,"-3.5%"
"SUPERVISING FIRE ALARM DISPATCHER",74868.8603838212,74539.9800729384,77519.9816539761,"-2.0%",73165.1197941331,73491.0703924143,70712.3511126143,"1.9%",73178.3260717812,73530.778492117,70693.2523970278,"2.0%",79870.5930209917,79796.0445025527,80396.6550925392,"-0.4%",76953.5405648401,76774.9640956287,78782.843278781,"-1.3%",76162.0264568607,75981.3052158514,78124.9988730437,"-1.4%",76780.5135135135,76644.8593722051,78253.9725050639,"-1.0%"
"SUPERVISING FIRE MARSHAL",119460.810999911,119466.533266517,117242.036791766,"0.9%",121790.302950659,121793.271513078,120600.294313305,"0.5%",124216.212662581,124219.386781297,122926.635063239,"0.5%",128220.629320981,128217.364828614,129611.736879944,"-0.5%",127887.464007245,127886.065173837,128462.933711864,"-0.2%",125920.92585094,125928.482911216,122858.882861166,"1.2%",123795.666666667,123804.694203543,120375.278944928,"1.4%"
"SUPERVISING HOUSEKEEPER",47445.0110904561,47445.0110904561,47445.0110904561,"0.0%",49551.6049432586,49551.6049432586,49551.6049432586,"0.0%",50277.6766190286,50277.6766190286,50277.6766190286,"0.0%",50776.2192571843,50776.2192571843,50776.2192571843,"0.0%",49361.7481049145,49361.7481049145,49361.7481049145,"0.0%",48544.985716635,48544.9857166349,48544.985716635,"0.0%",51781,51781,51781,"0.0%"
"SUPERVISING HOUSING GROUNDSKEEPER",55916.9576982415,56497.4375800312,50476.0067888817,"5.6%",58266.5462075727,58334.6306539569,57242.8027021837,"0.9%",60870.504285778,60788.4917978512,62853.0767322051,"-1.7%",61697.6364230563,61964.565310681,57822.8502779655,"3.5%",59646.5064486998,59872.5151313943,57073.9368632694,"2.4%",59258.888221433,59528.3953454571,56979.460386963,"2.2%",60225.5161290323,60533.4828430912,57734.6583166454,"2.4%"
"SUPERVISING HUMAN RIGHTS SPECIALIST",67347.2168898668,73247.6202435601,61450.8282353324,"8.8%",70321.8489251316,76500.647470935,64147.2545016292,"8.8%",77622.4090295822,77622.4090295822,77622.4090295822,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SUPERVISING POLICE COMMUNICATIONS TECHNICIAN",60520.8217962175,59911.1409935979,60617.0085144601,"-0.6%",62903.2543618844,63528.1459629725,62819.9824074689,"0.6%",63098.0744290744,62490.2264860182,63197.289564624,"-0.6%",64199.4026488588,63570.4195509933,64307.3878593632,"-0.6%",63288.8035790944,62819.4287943057,63374.78237913,"-0.4%",65394.2565912705,65151.5185941794,65433.8710997931,"-0.2%",66462.6058394161,66430.9894032416,66467.7892316597,"0.0%"
"SUPERVISING PROBATION OFFICER",70636.2579848963,71265.8892415938,70309.0764178302,"0.7%",76388.3889323365,76871.9671781635,76142.4786567432,"0.5%",78308.2026992482,79109.454618704,77929.518684194,"0.8%",76559.3642195353,76658.905203238,76511.6591040415,"0.1%",73520.3544304821,73542.0795696153,73509.7351977942,"0.0%",77659.3689006227,77416.7104948811,77790.1802929174,"-0.2%",76515.9185185185,76311.4901598012,76626.5435793033,"-0.2%"
"SUPERVISING PUBLIC HEALTH ADVISER",58136.7364067091,57606.2337469774,58332.4482900925,"-0.6%",60978.3597386149,60217.7642572977,61244.1077821603,"-0.8%",62468.5603461693,62136.4380524955,62562.0126537111,"-0.3%",63239.6761468142,62541.8949794229,63446.5972748973,"-0.7%",61340.4985228868,60988.9915218117,61460.5613094398,"-0.4%",63072.1077983455,62354.5539115908,63335.9156363908,"-0.8%",64766.6111111111,64839.6760942775,64738.1603252017,"0.1%"
"SUPERVISING RACKETS INVESTIGATOR",87540.9268398433,86878.0136194229,89951.8832541968,"-1.7%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112153.766657642,112153.766657642,112153.766657642,"0.0%",NA,NA,NA,NA,NA,NA,NA,NA
"SUPERVISING SPECIAL OFFICER",53395.2758388175,53880.9851734509,52562.0742312215,"1.2%",54079.499860086,54718.8073291742,52968.4308014405,"1.6%",56477.8835743897,57174.4724264312,55302.5399168821,"1.7%",58008.46691784,58502.9337436284,57106.7662916362,"1.2%",56432.6157309564,57042.2098122372,55349.359280754,"1.5%",55458.4883857349,56111.6556401421,54327.8260831659,"1.6%",59418.0725388601,59840.2291110702,58563.4539935263,"1.1%"
"SUPERVISING THERAPIST",76081.4788601754,75768.0659722563,76113.4846241295,"-0.2%",80965.0502311424,80811.1322081772,80980.7683592131,"-0.1%",82925.7394032331,82765.374924255,82941.360548795,"-0.1%",85086.3070698135,84977.5914521928,85103.670940551,"-0.1%",86927.3800096759,86757.4443278201,86955.6201344187,"-0.1%",87237.6311446269,87265.9883918991,87233.1008779867,"0.0%",88885.1785714286,88939,88873.1135548413,"0.0%"
"SUPERVISOR",92070.6729226892,91184.1462709859,101761.244255395,"-5.5%",93237.4386712071,92505.1248642848,101619.660592032,"-4.7%",91979.181445629,91203.1669768542,101488.705296682,"-5.3%",92460.2946718635,91460.8592412723,104417.829702187,"-6.6%",92454.6964170518,91330.7609748293,105204.063213248,"-7.1%",94371.6623600746,93076.5618621591,108830.824723945,"-7.8%",95927.6034201954,94372.1689769696,111915.168898923,"-8.5%"
"SUPERVISOR ASSIGNED",135236.783292595,130355.713650568,136054.034527722,"-2.1%",135524.534213594,134876.282290656,135571.457327576,"-0.3%",137338.801558539,129164.485925112,138305.185482559,"-3.4%",138884.885349639,134255.994572481,139431.720621216,"-1.9%",140024.063826078,139271.094852737,140225.134524143,"-0.3%",146996.371458697,139849.939910196,149976.502513165,"-3.5%",140542.166666667,138281.316261763,141188.91565551,"-1.0%"
"SUPERVISOR I",54212.4921459915,53961.7376993059,54321.7947321051,"-0.3%",56560.2892981084,56364.0261150487,56655.2653070053,"-0.3%",57344.753574032,57089.972548421,57458.5386358293,"-0.3%",58167.4703400065,57844.4658277844,58303.2269876868,"-0.4%",56530.4720445249,56194.4617554661,56662.0841072426,"-0.4%",57921.4915328407,57606.4884581719,58050.7000954674,"-0.4%",59264.3948220065,58997.6590099842,59369.8266771224,"-0.3%"
"SUPERVISOR I SOCIAL WORK",61256.8425351432,60176.6996392522,61378.3394961654,"-1.0%",63752.6419402172,64008.6450272487,63731.3163678102,"0.2%",64425.1682607623,63293.1335170756,64470.363814762,"-0.9%",64824.0706910616,66273.528101692,64723.2569858666,"1.2%",63857.6229508699,66316.3115255822,63781.3197917571,"1.9%",65379.145184158,66120.5092470648,65333.2049419665,"0.6%",66021.7391304348,67736.3848791462,65857.7856981435,"1.4%"
"SUPERVISOR II",63598.6047481913,63432.8005878014,63706.8472781062,"-0.2%",66275.5241461434,66195.6117033813,66320.250606676,"-0.1%",67246.921990373,67174.5085944153,67284.523504854,"-0.1%",68361.5101577321,68110.4220745494,68489.9297150048,"-0.3%",66458.4587821328,66215.3778902043,66572.7165173476,"-0.3%",68298.8036810082,67936.8764995584,68467.005526285,"-0.4%",69827.0518518519,69480.1600898294,69965.6589613079,"-0.3%"
"SUPERVISOR II SOCIAL WORK",70003.7796193144,71501.7810222379,69207.950381316,"1.6%",73588.5409702849,74239.4343362,73241.5337401521,"0.7%",74300.1563968761,76131.7747002558,73316.2503394244,"1.9%",75045.3035253905,76620.4763251087,74297.6519403208,"1.5%",73246.5249908069,74083.3671109643,72923.8143089004,"0.8%",75341.0564686259,75031.9994129132,75460.9008956266,"-0.3%",77106.59375,77807.3925662267,76829.6403698802,"0.6%"
"SUPERVISOR III",70482.7503589329,70218.4267479356,70605.947847499,"-0.3%",73672.8875789237,73237.4650521948,73885.5603247432,"-0.4%",74587.7422673515,74295.2264197194,74749.5515029025,"-0.3%",75480.9466846043,75269.0723265341,75587.040310052,"-0.2%",73970.7858270695,73377.1972772446,74328.3546439358,"-0.6%",75908.9308966632,75295.0432828308,76241.6813904286,"-0.6%",77136.7142857143,76889.0231082841,77247.4840782802,"-0.2%"
"SUPERVISOR III SOCIAL WORK",76989.8551158997,76775.5379335524,77065.6562460941,"-0.2%",80412.263113647,80143.5423246463,80527.3984382547,"-0.2%",81295.1504097541,81295.1504097541,81295.1504097541,"0.0%",83759.5712202933,84616.1369710145,83131.0453862799,"0.9%",80686.4160031213,80206.512728487,80936.4529118867,"-0.5%",82062.1959072008,79988.259223212,82674.1705757071,"-1.7%",85224.5,84000.9821040502,85429.8249998542,"-0.8%"
"SUPERVISOR OF BRIDGE OPERATIONS",52707.6437031136,52729.5842754256,50202.9850199244,"2.5%",54709.1538292581,54728.1860698751,52384.991937242,"2.2%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SUPERVISOR OF CHILD CARE",63498.7270508492,63270.3460887653,63639.4244627133,"-0.3%",65906.1021977051,66020.5450453115,65818.5127781301,"0.2%",66849.9982885269,66977.3214408631,66719.6872543927,"0.2%",67726.2046121902,67847.0747040245,67602.4980719908,"0.2%",65839.558381374,65957.0613997913,65719.2979294225,"0.2%",67193.1903861364,66954.3829297976,67667.3596613378,"-0.5%",69214.2,69199.4288904622,69236.2530108545,"0.0%"
"SUPERVISOR OF ELECTRICAL INSTALLATIONS & MAINTENANCE",72023.9172106512,72190.6490351886,67986.9065853541,"3.0%",76597.1411289973,76564.8874632028,77264.68073566,"-0.5%",77450.2167905139,77401.4387029643,78477.0881904695,"-0.7%",76894.6549038934,76931.8178571994,76467.4856441279,"0.3%",74035.0771158884,74009.9639817275,74317.943384348,"-0.2%",76545.1791730683,76388.2115790483,78200.1045214678,"-1.2%",76819.1428571429,76948.256171429,75487.1925282258,"1.0%"
"SUPERVISOR OF ELEVATOR MAINTENANCE",128639.527030616,128654.192829963,122988.862150733,"2.3%",127843.443795049,127853.768922513,123904.22393321,"1.6%",127111.054983676,127119.336017538,123951.693205832,"1.3%",134755.596390353,134759.604008637,133297.470292023,"0.5%",132012.953450967,132009.190137937,133309.941491831,"-0.5%",135404.889209951,135401.029182169,136735.20901891,"-0.5%",155000,155000,155000,"0.0%"
"SUPERVISOR OF HOUSING CARETAKER",56376.2745323315,57498.415155501,53260.4626082137,"3.8%",NA,NA,NA,NA,NA,NA,NA,NA,62176.2699713292,62623.9164565578,61131.5735945431,"1.2%",61288.878367939,61611.6698244278,60570.6690275618,"0.9%",61165.7179062061,61536.2526410853,60295.2520084972,"1.0%",59204.9363057325,60298.9025293548,57124.3785470247,"2.7%"
"SUPERVISOR OF HOUSING STOCK WORKERS",64847.4653036683,64193.3763254263,68933.4646087778,"-3.6%",66931.0316464484,66081.2746291689,71967.8952820789,"-4.3%",68408.0003129701,67535.372322751,73004.4594846752,"-3.9%",69438.7574650515,69220.3322547181,71048.093452728,"-1.3%",67084.5849014237,66775.5499609389,69060.4994408026,"-1.7%",71760.89236632,72162.7714380495,69385.8751709308,"2.0%",73588.1538461538,73125.0660669579,78995.9321617128,"-3.9%"
"SUPERVISOR OF INVESTIGATORS",79162.841466756,80334.7535870217,78227.5654848689,"1.3%",82827.1014132612,83801.2209259649,81534.8332439247,"1.4%",85686.5880471717,85686.5880471717,85686.5880471717,"0.0%",86798.7566498347,86798.7566498347,86798.7566498347,"0.0%",92163.502882441,NA,92163.502882441,NA,84559.447429934,82581.765217187,86533.3217788538,"-2.3%",86338.5384615385,84460,88513.0552505501,"-2.3%"
"SUPERVISOR OF IRONWORK",114496.23200172,114496.23200172,114496.23200172,"0.0%",114290.997588962,114290.997588962,114290.997588962,"0.0%",113107.367304617,113107.367304617,113107.367304617,"0.0%",122721.222660425,122721.222660425,122721.222660425,"0.0%",119302.582364557,119302.582364557,119302.582364557,"0.0%",126038.908520685,126038.908520685,126038.908520685,"0.0%",125151,125151,125151,"0.0%"
"SUPERVISOR OF MECHANICAL INSTALLATIONS & MAINTENANCE",73619.4063294476,73499.6456678281,75114.2023547711,"-1.1%",77660.1932881662,77660.3766654786,77657.596678962,"0.0%",78646.5341562108,78633.7833324644,78835.9596282782,"-0.1%",80196.4594365199,80170.0560678969,80722.7593582385,"-0.3%",77737.2521801446,77634.432576706,80250.1524467222,"-1.7%",80182.1103260742,80070.7630180816,82996.6317534223,"-1.8%",81518,81418.7767905982,84186.0889949764,"-1.7%"
"SUPERVISOR OF MECHANICS",114019.774781691,114016.117608435,114580.511373433,"-0.2%",114543.667410386,114542.556606761,114711.046138799,"-0.1%",113034.248082817,113044.701973565,111186.14637594,"0.8%",122335.655069647,122338.15319928,121579.521582469,"0.3%",118641.608632586,118640.25344658,119138.755299663,"-0.2%",126100.537121218,126117.20078,122977.880855515,"1.3%",125926.181818182,125957.674661411,121469.036528302,"1.8%"
"SUPERVISOR OF MOTOR TRANSPORT",63712.2437732481,63716.0548812305,62230.924855448,"1.2%",63028.2907888259,63959.2103687612,56204.3318337755,"6.5%",65778.5751390075,66199.9786787652,62021.2945185726,"3.3%",67581.1250487254,69740.9844564671,58333.6543530065,"8.9%",63369.3716963404,62594.9146855218,68458.9874739631,"-4.5%",63254.4094533324,62534.2458572614,67987.2170202212,"-4.2%",70063.3636363636,69611.4801327435,73175.7457384076,"-2.5%"
"SUPERVISOR OF NURSES",82210.2463962053,77831.7708228329,82650.8140424703,"-3.0%",84883.5078343634,81166.2479166433,85258.6692104222,"-2.5%",86448.2862773077,87717.452471636,86282.7749842429,"0.8%",88277.3301301797,89901.8479482521,88074.0860322313,"1.0%",90517.7016633755,92102.6789987881,90334.1715354862,"1.0%",90804.8323340972,94663.4000462778,90338.5637742074,"2.3%",91260.1666666667,98194.9033636268,90379.5359872798,"4.1%"
